animal.n.01,hound.n.01,redbone.n.01
animal.n.01,hound.n.01,bluetick.n.01
animal.n.01,hound.n.01,beagle.n.01
animal.n.01,hound.n.01,black-and-tan_coonhound.n.01
animal.n.01,hound.n.01,ibizan_hound.n.01
animal.n.01,hound.n.01,borzoi.n.01
animal.n.01,hound.n.01,basset.n.01
animal.n.01,hound.n.01,otterhound.n.01
animal.n.01,hound.n.01,saluki.n.01
animal.n.01,hound.n.01,scottish_deerhound.n.01
animal.n.01,hound.n.01,walker_hound.n.01
animal.n.01,hound.n.01,weimaraner.n.01
animal.n.01,hound.n.01,afghan_hound.n.01
animal.n.01,hound.n.01,bloodhound.n.01
animal.n.01,hound.n.01,english_foxhound.n.01
animal.n.01,hound.n.01,irish_wolfhound.n.01
animal.n.01,hound.n.01,norwegian_elkhound.n.01
animal.n.01,shepherd_dog.n.01,border_collie.n.01
animal.n.01,shepherd_dog.n.01,german_shepherd.n.01
animal.n.01,shepherd_dog.n.01,briard.n.01
animal.n.01,shepherd_dog.n.01,kelpie.n.02
animal.n.01,shepherd_dog.n.01,groenendael.n.01
animal.n.01,shepherd_dog.n.01,komondor.n.01
animal.n.01,shepherd_dog.n.01,old_english_sheepdog.n.01
animal.n.01,shepherd_dog.n.01,shetland_sheepdog.n.01
animal.n.01,shepherd_dog.n.01,rottweiler.n.01
animal.n.01,shepherd_dog.n.01,bouvier_des_flandres.n.01
animal.n.01,shepherd_dog.n.01,malinois.n.01
animal.n.01,shepherd_dog.n.01,collie.n.01
animal.n.01,lizard.n.01,frilled_lizard.n.01
animal.n.01,lizard.n.01,komodo_dragon.n.01
animal.n.01,lizard.n.01,african_chameleon.n.01
animal.n.01,lizard.n.01,banded_gecko.n.01
animal.n.01,lizard.n.01,agama.n.01
animal.n.01,lizard.n.01,american_chameleon.n.01
animal.n.01,lizard.n.01,common_iguana.n.01
animal.n.01,lizard.n.01,gila_monster.n.01
animal.n.01,lizard.n.01,green_lizard.n.01
animal.n.01,lizard.n.01,alligator_lizard.n.01
animal.n.01,lizard.n.01,whiptail.n.01
animal.n.01,colubrid_snake.n.01,ringneck_snake.n.01
animal.n.01,colubrid_snake.n.01,vine_snake.n.01
animal.n.01,colubrid_snake.n.01,hognose_snake.n.01
animal.n.01,colubrid_snake.n.01,water_snake.n.01
animal.n.01,colubrid_snake.n.01,thunder_snake.n.01
animal.n.01,colubrid_snake.n.01,green_snake.n.02
animal.n.01,colubrid_snake.n.01,king_snake.n.01
animal.n.01,colubrid_snake.n.01,night_snake.n.01
animal.n.01,colubrid_snake.n.01,garter_snake.n.01
animal.n.01,beetle.n.01,tiger_beetle.n.01
animal.n.01,beetle.n.01,weevil.n.01
animal.n.01,beetle.n.01,dung_beetle.n.01
animal.n.01,beetle.n.01,ground_beetle.n.01
animal.n.01,beetle.n.01,ladybug.n.01
animal.n.01,beetle.n.01,long-horned_beetle.n.01
animal.n.01,beetle.n.01,rhinoceros_beetle.n.01
animal.n.01,beetle.n.01,leaf_beetle.n.01
animal.n.01,spaniel.n.01,sussex_spaniel.n.01
animal.n.01,spaniel.n.01,english_springer.n.01
animal.n.01,spaniel.n.01,irish_water_spaniel.n.01
